adminPcode,name,male_population_2023,female_population_2023,population_2023,crude_birth_rate_2023
LK3248130,Dodampahala Central,573,572,1145,15
LK3248135,Dodampahala West,573,572,1145,15
LK3248140,Dodampahala South,573,572,1145,15
LK3248145,Dickwella East,573,572,1145,15
LK3248150,Dickwella Central,573,572,1145,15
LK3248155,Dickwella Muslim Yonakapura East,573,572,1145,15
LK3248160,Dickwella Muslim Yonakapura West,573,572,1145,15
LK3248165,Dickwella South,573,572,1145,15
LK3248170,Wattegama South,573,572,1145,15
LK3248175,Batheegama East,573,572,1145,15
LK3248180,Batheegama Central,573,572,1145,15
LK3248185,Batheegama West,573,572,1145,15
LK3248190,Bambarenda East,573,572,1145,15
LK3248195,Bambarenda South,573,572,1145,15
LK3248200,Bambarenda West,573,572,1145,15
LK3248205,Belideniya,573,572,1145,15
LK3248210,Pathegama Central,573,572,1145,15
LK3248215,Pathegama South,573,572,1145,15
LK3248220,Beliwatta,573,572,1145,15
LK3248225,Suduwella,573,572,1145,15
LK3248230,Kottagoda,573,572,1145,15
LK3248235,Godauda,573,572,1145,15
LK3248240,Lunukalapuwa,573,572,1145,15
LK33,Hambantota,440000,440000,880000,15
LK3303,Sooriyawewa,36667,36667,73334,15
LK3303005,Ihala Kumbukwewa,1747,1746,3493,15
LK3303010,Mahagalwewa,1746,1746,3492,15
LK3303015,Meegaha Jadura,1746,1746,3492,15
LK3303020,Ranmuduwewa,1746,1746,3492,15
LK3303025,Weliwewa,1746,1746,3492,15
LK3303030,Suravirugama,1746,1746,3492,15
LK3303035,Samajasewapura,1746,1746,3492,15
LK3303040,Weeriyagama,1746,1746,3492,15
LK3303045,Hathporuwa,1746,1746,3492,15
LK3303050,Weniwel Ara,1746,1746,3492,15
LK3303055,Aliolu Ara,1746,1746,3492,15
LK3303060,Sooriyawewa Town,1746,1746,3492,15
LK3303065,Viharagala,1746,1746,3492,15
LK3303070,Beddewewa,1746,1746,3492,15
LK3303075,Mahawelikada Ara,1746,1746,3492,15
LK3303080,Andarawewa,1746,1746,3492,15
LK3303085,Namadagaswewa,1746,1746,3492,15
LK3303090,Mahapelessa,1746,1746,3492,15
LK3303095,Bediganthota,1746,1746,3492,15
LK3303100,Habarattawala,1746,1746,3492,15
LK3303105,Wediwewa,1746,1746,3492,15
LK3306,Lunugamwehera,36667,36666,73333,15
LK3306005,Maha Aluth Gam Ara,1019,1019,2038,15
LK3306010,Angunakolawewa,1019,1018,2037,15
LK3306015,Veheragala,1019,1018,2037,15
LK3306020,Ranawarnawa,1019,1018,2037,15
LK3306025,Dewramvehera,1019,1018,2037,15
LK3306030,Bogahawewa,1019,1018,2037,15
LK3306035,Padavigama,1019,1018,2037,15
LK3306040,Punchiappujandura,1019,1018,2037,15
LK3306045,Lunugamvehera New Town,1019,1018,2037,15
LK3306050,Seenimunna,1019,1018,2037,15
LK3306055,Kendagasmankada,1019,1018,2037,15
LK3306060,Mahanagapura,1019,1018,2037,15
LK3306065,Muwanwewa,1019,1018,2037,15
LK3306070,Weeravil Ara,1019,1018,2037,15
LK3306075,Ittanwekada,1019,1018,2037,15
LK3306080,Mattala,1019,1018,2037,15
LK3306085,Pahala Mattala,1019,1018,2037,15
LK3306090,Mihindupura,1019,1018,2037,15
LK3306095,Abhayapura,1019,1018,2037,15
LK3306100,Singhapura,1019,1018,2037,15
LK3306105,Senapura,1019,1018,2037,15
LK3306110,Agbopura,1019,1018,2037,15
LK3306115,Karambawewa,1019,1018,2037,15
LK3306120,Rambukwewa,1019,1018,2037,15
LK3306125,Keerthipura,1019,1018,2037,15
LK3306130,Samanpura,1019,1018,2037,15
LK3306135,Ranasiripura,1019,1018,2037,15
LK3306140,Weeravila,1019,1018,2037,15
LK3306145,Weligatta,1019,1018,2037,15
LK3306150,Beralihela,1019,1018,2037,15
LK3306155,Dutugemunupura,1019,1018,2037,15
LK3306160,Jayagama,1019,1018,2037,15
LK3306165,Parakramapura,1019,1018,2037,15
LK3306170,Saddhathissapura,1019,1018,2037,15
LK3306175,Saddhathissapura New Town,1019,1018,2037,15
LK3306180,Saliyapura,1019,1018,2037,15
LK3309,Thissamaharama,36667,36666,73333,15
LK3309005,Kawanthissapura,834,833,1667,15
LK3309010,Kirinda,833,833,1666,15
LK3309015,Uddhakandara,833,833,1666,15
LK3309020,Joolpallama,833,833,1666,15
LK3309025,Weerahela,833,833,1666,15
LK3309030,Vijithapura,833,833,1666,15
LK3309035,Ellagala,833,833,1666,15
LK3309040,Anjaligala,833,833,1666,15
LK3309045,Pannagamuwa,833,833,1666,15
LK3309050,Dambewelena,833,833,1666,15
LK3309055,Mahindapura,833,833,1666,15
LK3309060,Gemunupura,833,833,1666,15
LK3309065,Ekamuthugama,833,833,1666,15
LK3309070,Sandungama,833,833,1666,15
LK3309075,Debarawewa,833,833,1666,15
LK3309080,Kachcheriyagama,833,833,1666,15
LK3309085,Sandagiripura,833,833,1666,15
LK3309090,Mahasenpura,833,833,1666,15
LK3309095,Shuddha Nagaraya,833,833,1666,15
LK3309100,Medawelena,833,833,1666,15
LK3309105,Rohanapura,833,833,1666,15
LK3309110,Senapura,833,833,1666,15
LK3309115,Gangasiripura,833,833,1666,15
LK3309120,Polgahawelena,833,833,1666,15
LK3309125,Randunu Watta,833,833,1666,15
LK3309130,Molakepoopathana,833,833,1666,15
LK3309135,Thissapura,833,833,1666,15
LK3309140,Uduvila,833,833,1666,15
LK3309145,Rubberwatta,833,833,1666,15
LK3309150,Thissamaharama,833,833,1666,15
LK3309155,Gotabhayapura,833,833,1666,15
LK3309160,Rana Keliya,833,833,1666,15
LK3309165,Viharamahadevipura,833,833,1666,15
LK3309170,Yodhakandiya,833,833,1666,15
LK3309175,Welipothewala,833,833,1666,15
LK3309180,Halmillawa,833,833,1666,15
LK3309185,Rathnelumwalayaya,833,833,1666,15
LK3309190,Gonagamuwa,833,833,1666,15
LK3309195,Saliyapura,833,833,1666,15
LK3309200,Nedigamvila,833,833,1666,15
LK3309205,Wijayapura,833,833,1666,15
LK3309210,Konwelena,833,833,1666,15
LK3309215,Magama,833,833,1666,15
LK3309220,Andaragasyaya,833,833,1666,15
LK3312,Hambantota,36667,36666,73333,15
LK3312005,Elalla,1223,1222,2445,15
LK3312010,Ketenwewa,1222,1222,2444,15
LK3312015,Thammennawa,1222,1222,2444,15
LK3312020,Badagiriya,1222,1222,2444,15
LK3312025,Yahangala East,1222,1222,2444,15
LK3312030,Joolgamuwa,1222,1222,2444,15
LK3312035,Yahangala West,1222,1222,2444,15
LK3312040,Keliyapura,1222,1222,2444,15
LK3312045,Gonnoruwa,1222,1222,2444,15
LK3312050,Bellagaswewa,1222,1222,2444,15
LK3312055,Galwewa,1222,1222,2444,15
LK3312060,Siyambalagasvila South,1222,1222,2444,15
LK3312065,Siyambalagasvila North,1222,1222,2444,15
LK3312070,Udaberagama,1222,1222,2444,15
LK3312075,Arawanamulla,1222,1222,2444,15
LK3312080,Pahala Beragama,1222,1222,2444,15
LK3312085,Dehigahalanda,1222,1222,2444,15
LK3312090,Walawa,1222,1222,2444,15
LK3312095,Godawaya,1222,1222,2444,15
LK3312100,Sisilasagama,1222,1222,2444,15
LK3312105,Manajjawa,1222,1222,2444,15
LK3312110,Samodagama,1222,1222,2444,15
LK3312115,Mirijjavila,1222,1222,2444,15
LK3312120,Hambantota West,1222,1222,2444,15
LK3312125,Hambantota East,1222,1222,2444,15
LK3312130,Siribopura,1222,1222,2444,15
LK3312135,Koholankala,1222,1222,2444,15
LK3312140,Pallemalala,1222,1222,2444,15
LK3312145,Bundala,1222,1222,2444,15
LK3312150,Siriyagama,1222,1222,2444,15
LK3315,Ambalantota,36667,36666,73333,15
LK3315005,Siyambalakote,667,667,1334,15
LK3315010,Barawakumbuka,667,666,1333,15
LK3315015,Thaligala,667,666,1333,15
LK3315020,Liyangasthota,667,666,1333,15
LK3315025,Wetiya,667,666,1333,15
LK3315030,Murawesihena,667,666,1333,15
LK3315035,Mahajandura,667,666,1333,15
LK3315040,Handunkatuwa,667,666,1333,15
LK3315045,Rote,667,666,1333,15
LK3315050,Hedavinna,667,666,1333,15
LK3315055,Ridiyagama,667,666,1333,15
LK3315060,Punchihenayagama,667,666,1333,15
LK3315065,Poliyarwatta,667,666,1333,15
LK3315070,Godakoggalla,667,666,1333,15
LK3315075,Koggalla,667,666,1333,15
LK3315080,Modara Piliwala,667,666,1333,15
LK3315085,Bolana North,667,666,1333,15
LK3315090,Jansagama,667,666,1333,15
LK3315095,Mamadala South,667,666,1333,15
LK3315100,Mamadala North,667,666,1333,15
LK3315105,Ethbatuwa,667,666,1333,15
LK3315110,Mulana,667,666,1333,15
LK3315115,Eraminiyaya,667,666,1333,15
LK3315120,Ihalagama,667,666,1333,15
LK3315125,Deniya,667,666,1333,15
LK3315130,Elegoda West,667,666,1333,15
LK3315135,Elegoda East,667,666,1333,15
LK3315140,Beminiyanvila,667,666,1333,15
LK3315145,Walawewatta West,667,666,1333,15
LK3315150,Walawewatta East,667,666,1333,15
LK3315155,Bolana South,667,666,1333,15
LK3315160,Kudabolana,667,666,1333,15
LK3315165,Palugaha Godella,667,666,1333,15
LK3315170,Rotawala,667,666,1333,15
LK3315175,Uhapitagoda,667,666,1333,15
LK3315180,Miniethiliya,667,666,1333,15
LK3315185,Pingama,667,666,1333,15
LK3315190,Pallegama,667,666,1333,15
LK3315195,Hungama,667,666,1333,15
LK3315200,Bataatha North,667,666,1333,15
LK3315205,Bataatha South,667,666,1333,15
LK3315210,Hathagala,667,666,1333,15
LK3315215,Kivula South,667,666,1333,15
LK3315220,Kivula North,667,666,1333,15
LK3315225,Lunama North,667,666,1333,15
LK3315230,Lunama South,667,666,1333,15
LK3315235,Nonagama,667,666,1333,15
LK3315240,Ekkassa,667,666,1333,15
LK3315245,Welipatanvila,667,666,1333,15
LK3315250,Malpettawa,667,666,1333,15
LK3315255,Puhulyaya,667,666,1333,15
LK3315260,Ambalanthota North,667,666,1333,15
LK3315265,Ambalanthota South,667,666,1333,15
LK3315270,Wanduruppa,667,666,1333,15
LK3315275,Thawaluvila,667,666,1333,15
LK3318,Angunakolapelessa,36667,36666,73333,15
LK3318005,Kariyamaditta,719,719,1438,15
LK3318010,Dabarella North,719,718,1437,15
LK3318015,Rathmalwala,719,718,1437,15
LK3318020,Kailawelpotawa,719,718,1437,15
LK3318025,Kendaketiya,719,718,1437,15
LK3318030,Dabarella South,719,718,1437,15
LK3318035,Thalawa North,719,718,1437,15
LK3318040,Thalawa South,719,718,1437,15
LK3318045,Debokkawa South,719,718,1437,15
LK3318050,Debokkawa North,719,718,1437,15
LK3318055,Uswewa,719,718,1437,15
LK3318060,Metigathwala,719,718,1437,15
LK3318065,Amarathungagama,719,718,1437,15
LK3318070,Sooriyapokuna,719,718,1437,15
LK3318075,Pahalagama,719,718,1437,15
LK3318080,Kohombagaswewa,719,718,1437,15
LK3318085,Dikwewa,719,718,1437,15
LK3318090,Abesekaragama,719,718,1437,15
LK3318095,Kalawelwala,719,718,1437,15
LK3318100,Meda Ara,719,718,1437,15
LK3318105,Binkama,719,718,1437,15
LK3318110,Karagahawala,719,718,1437,15
LK3318115,Dandenigama,719,718,1437,15
LK3318120,Guruwala,719,718,1437,15
LK3318125,Weeragaswewa,719,718,1437,15
LK3318130,Gajanayakagama,719,718,1437,15
LK3318135,Medagoda,719,718,1437,15
LK3318140,Dimbulgoda,719,718,1437,15
LK3318145,Attanayala East,719,718,1437,15
LK3318150,Attanayala West,719,718,1437,15
LK3318155,Wakamulla,719,718,1437,15
LK3318160,Heenbunna,719,718,1437,15
LK3318165,Makuladeniya,719,718,1437,15
LK3318170,Udayala,719,718,1437,15
LK3318175,Medayala,719,718,1437,15
LK3318180,Bogamuwa,719,718,1437,15
LK3318185,Daha Amuna,719,718,1437,15
LK3318190,Julamulla,719,718,1437,15
LK3318195,Jandura,719,718,1437,15
LK3318200,Helekada,719,718,1437,15
LK3318205,Aluthwewa,719,718,1437,15
LK3318210,Kankanamgama,719,718,1437,15
LK3318215,Achariyagama,719,718,1437,15
LK3318220,Angunakolapelessa,719,718,1437,15
LK3318225,Yakagala,719,718,1437,15
LK3318230,Gurunnehege Ara,719,718,1437,15
LK3318235,Kotawaya,719,718,1437,15
LK3318240,Netalaporuwa,719,718,1437,15
LK3318245,Hakuruwela,719,718,1437,15
LK3318250,Indigetawela,719,718,1437,15
LK3318255,Thalamporuwa,719,718,1437,15
LK3321,Weeraketiya,36667,36666,73333,15
LK3321005,Mulanyaya,612,611,1223,15
LK3321010,Handapangalageaina,611,611,1222,15
LK3321015,Heellage Ayna,611,611,1222,15
LK3321020,Kudagal Ara,611,611,1222,15
LK3321025,Okandayaya North,611,611,1222,15
LK3321030,Okandayaya West,611,611,1222,15
LK3321035,Kaluwagahayaya,611,611,1222,15
LK3321040,Ihala Gonadeniya,611,611,1222,15
LK3321045,Debokkawa West,611,611,1222,15
LK3321050,Debokkawa East,611,611,1222,15
LK3321055,Wekandawala North,611,611,1222,15
LK3321060,Pahala Gonadeniya,611,611,1222,15
LK3321065,Kuda Bibula North,611,611,1222,15
LK3321070,Galpottayaya North,611,611,1222,15
LK3321075,Galpottayaya South,611,611,1222,15
LK3321080,Malhewage Ayna,611,611,1222,15
LK3321085,Kandamaditta,611,611,1222,15
LK3321090,Meegas Ara,611,611,1222,15
LK3321095,Kuda Bibula South,611,611,1222,15
LK3321100,Abakolawewa South,611,611,1222,15
LK3321105,Abakolawewa North,611,611,1222,15
LK3321110,Morayaya North,611,611,1222,15
LK3321115,Morayaya South,611,611,1222,15
LK3321120,Kemegala,611,611,1222,15
LK3321125,Wekandawala South,611,611,1222,15
LK3321130,Thelambuyaya,611,611,1222,15
LK3321135,Siyambalaheddewa,611,611,1222,15
LK3321140,Degampotha,611,611,1222,15
LK3321145,Kinchigune West,611,611,1222,15
LK3321150,Medagama,611,611,1222,15
LK3321155,Raluwa,611,611,1222,15
LK3321160,Kinchigune South,611,611,1222,15
LK3321165,Kinchigune East,611,611,1222,15
LK3321170,Medamulana,611,611,1222,15
LK3321175,Yakgasmulla,611,611,1222,15
LK3321180,Udukirivala,611,611,1222,15
LK3321185,Buddhiyagama North,611,611,1222,15
LK3321190,Keppitiyawa North,611,611,1222,15
LK3321195,Ittademaliya East,611,611,1222,15
LK3321200,Ittademaliya West,611,611,1222,15
LK3321205,Ittademaliya South,611,611,1222,15
LK3321210,Athubode West,611,611,1222,15
LK3321215,Athubode East,611,611,1222,15
LK3321220,Keppitiyawa South,611,611,1222,15
LK3321225,Buddhiyagama West,611,611,1222,15
LK3321230,Buddhiyagama East,611,611,1222,15
LK3321235,Weeraketiya West,611,611,1222,15
LK3321240,Mandaduwa,611,611,1222,15
LK3321245,Agrahera,611,611,1222,15
LK3321250,Weeraketiya East,611,611,1222,15
LK3321255,Mulgirigala East,611,611,1222,15
LK3321260,Mulgirigala North,611,611,1222,15
LK3321265,Mulgirigala West,611,611,1222,15
LK3321270,Mulgirigala South,611,611,1222,15
LK3321275,Bedigama West,611,611,1222,15
LK3321280,Bedigama North,611,611,1222,15
LK3321285,Bedigama East,611,611,1222,15
LK3321290,Bedigama South,611,611,1222,15
LK3321295,Kuda Bedigama,611,611,1222,15
LK3321300,Medagoda,611,611,1222,15
LK3324,Katuwana,36667,36666,73333,15
LK3324005,Karivilakanda,655,655,1310,15
LK3324010,Medakanda,655,654,1309,15
LK3324015,Hingurakanda,655,654,1309,15
LK3324020,Uda Alupothdeniya,655,654,1309,15
LK3324025,Alupothdeniya Pahala,655,654,1309,15
LK3324030,Kohomporuwa,655,654,1309,15
LK3324035,Gangulandeniya,655,654,1309,15
LK3324040,Ambagas Ara,655,654,1309,15
LK3324045,Labuhengoda,655,654,1309,15
LK3324050,Sapugahayaya,655,654,1309,15
LK3324055,Hellala,655,654,1309,15
LK3324060,Middeniya North,655,654,1309,15
LK3324065,Middeniya East,655,654,1309,15
LK3324070,Kudagoda West,655,654,1309,15
LK3324075,Kudagoda East,655,654,1309,15
LK3324080,Dambethalawa,655,654,1309,15
LK3324085,Murungasyaya East,655,654,1309,15
LK3324090,Murungasyaya West,655,654,1309,15
LK3324095,Middeniya West,655,654,1309,15
LK3324100,Welipitiya East,655,654,1309,15
LK3324105,Welipitiya,655,654,1309,15
LK3324110,Welipitiya West,655,654,1309,15
LK3324115,Ritigaha Yaya,655,654,1309,15
LK3324120,Thalwatta,655,654,1309,15
LK3324125,Meemanakoladeniya,655,654,1309,15
LK3324130,Siyambalamuraya,655,654,1309,15
LK3324135,Udawelmulla,655,654,1309,15
LK3324140,Siyarapitiya,655,654,1309,15
LK3324145,Kehelwatta,655,654,1309,15
LK3324150,Udagomadiya,655,654,1309,15
LK3324155,Bengamukanda,655,654,1309,15
LK3324160,Dangalakanda,655,654,1309,15
LK3324165,Rukmalpitiya,655,654,1309,15
LK3324170,Gallindamulla,655,654,1309,15
LK3324175,Katuwana,655,654,1309,15
LK3324180,Pangamvilayaya,655,654,1309,15
LK3324185,Ulahitiyawa West,655,654,1309,15
LK3324190,Ulahitiyawa,655,654,1309,15
LK3324195,Ulahitiyawa East,655,654,1309,15
LK3324200,Adalugoda,655,654,1309,15
LK3324205,Mellaketigoda,655,654,1309,15
LK3324210,Araboda,655,654,1309,15
LK3324215,Horavinna,655,654,1309,15
LK3324220,Hediwatta,655,654,1309,15
LK3324225,Weerakkuttigoda,655,654,1309,15
LK3324230,Ranasingoda,655,654,1309,15
LK3324235,Obadagahadeniya,655,654,1309,15
LK3324240,Wathukanda,655,654,1309,15
LK3324245,Kongasthenna,655,654,1309,15
LK3324250,Galpothukanda,655,654,1309,15
LK3324255,Ambagahahena,655,654,1309,15
LK3324260,Karametiya,655,654,1309,15
LK3324265,Puwakgas Ara,655,654,1309,15
LK3324270,Binthenna,655,654,1309,15
LK3324275,Bookandayaya,655,654,1309,15
LK3324280,Walgammulla,655,654,1309,15
LK3325,Walasmulla,36667,36666,73333,15
LK3325005,Rammala,692,692,1384,15
LK3325010,Saputhanthirikanda,692,691,1383,15
LK3325015,Warapitiya,692,691,1383,15
LK3325020,Keredeniya,692,691,1383,15
LK3325025,Haggitha Kanda North,692,691,1383,15
LK3325030,Konkarahena,692,691,1383,15
LK3325035,Mapitakanda,692,691,1383,15
LK3325040,Radani Ara,692,691,1383,15
LK3325045,Namaneliya,692,691,1383,15
LK3325050,Udahagoda,692,691,1383,15
LK3325055,Weedikanda,692,691,1383,15
LK3325060,Galwadiya,692,691,1383,15
LK3325065,Uda Julampitiya,692,691,1383,15
LK3325070,Julampitiya,692,691,1383,15
LK3325075,Palle Julampitiya,692,691,1383,15
LK3325080,Pahala Obada,692,691,1383,15
LK3325085,Bowala North,692,691,1383,15
LK3325090,Bowala West,692,691,1383,15
LK3325095,Welandagoda,692,691,1383,15
LK3325100,Batagassa,692,691,1383,15
LK3325105,Pahalawatta,692,691,1383,15
LK3325110,Pathegama,692,691,1383,15
LK3325115,Thalapathkanda,692,691,1383,15
LK3325120,Dehigahahena,692,691,1383,15
LK3325125,Veedipola,692,691,1383,15
LK3325130,Mathuwakanda,692,691,1383,15
LK3325135,Handugala,692,691,1383,15
LK3325140,Kebellaketiya,692,691,1383,15
LK3325145,Egodabedda,692,691,1383,15
LK3325150,Kekiriobada,692,691,1383,15
LK3325155,Agalabada,692,691,1383,15
LK3325160,Bowala South,692,691,1383,15
LK3325165,Muruthawela Ihala,692,691,1383,15
LK3325170,Muruthawela Pahala,692,691,1383,15
LK3325175,Galahitiya North,692,691,1383,15
LK3325180,Omara East,692,691,1383,15
LK3325185,Omara West,692,691,1383,15
LK3325190,Ethpitiya,692,691,1383,15
LK3325195,Wattehengoda,692,691,1383,15
LK3325200,Horewela,692,691,1383,15
LK3325205,Pissubedda,692,691,1383,15
LK3325210,Medagamgoda,692,691,1383,15
LK3325215,Yahalmulla,692,691,1383,15
LK3325220,Walasmulla Ihala,692,691,1383,15
LK3325225,Walasmulla Pahala,692,691,1383,15
LK3325230,Galahitiya South,692,691,1383,15
LK3325235,Galahitiya East,692,691,1383,15
LK3325240,Koholana,692,691,1383,15
LK3325245,Walasmulla East,692,691,1383,15
LK3325250,Walasmulla North,692,691,1383,15
LK3325255,Walasmulla West,692,691,1383,15
LK3325260,Walasmulla South,692,691,1383,15
LK3325265,Daluwakgoda,692,691,1383,15
LK3327,Okewela,36667,36666,73333,15
LK3327005,Kanumuldeniya North,1359,1358,2717,15
LK3327010,Olu Ara,1358,1358,2716,15
LK3327015,Kanumuldeniya West,1358,1358,2716,15
LK3327020,Kanumuldeniya East,1358,1358,2716,15
LK3327025,Udadeniya,1358,1358,2716,15
LK3327030,Kurunduwatta,1358,1358,2716,15
LK3327035,Sumihirigama,1358,1358,2716,15
LK3327040,Rajapuragoda,1358,1358,2716,15
LK3327045,Wijayasiripura,1358,1358,2716,15
LK3327050,Morakandegoda,1358,1358,2716,15
LK3327055,Kadigamuwa East,1358,1358,2716,15
LK3327060,Thalahagamwaduwa Pahala,1358,1358,2716,15
LK3327065,Thalahagamwaduwa Ihala,1358,1358,2716,15
LK3327070,Nathuwala,1358,1358,2716,15
LK3327075,Kandebedda,1358,1358,2716,15
LK3327080,Godawenna,1358,1358,2716,15
LK3327085,Kahatellagoda,1358,1358,2716,15
LK3327090,Kanumuldeniya South,1358,1358,2716,15
LK3327095,Kadigamuwa West,1358,1358,2716,15
LK3327100,Wawwa,1358,1358,2716,15
LK3327105,Modarawana North,1358,1358,2716,15
LK3327110,Modarawana South,1358,1358,2716,15
LK3327115,Okewela,1358,1358,2716,15
LK3327120,Heenatihathamuna,1358,1358,2716,15
LK3327125,Pallewawwa,1358,1358,2716,15
LK3327130,Yatigala Pahala,1358,1358,2716,15
LK3327135,Yatigala Ihala,1358,1358,2716,15
LK3330,Beliatta,36667,36666,73333,15
LK3330005,Maligathenna,517,516,1033,15
LK3330010,Udugalmotegama,516,516,1032,15
LK3330015,Pallattara West,516,516,1032,15
LK3330020,Pallattara South,516,516,1032,15
LK3330025,Pallattara East,516,516,1032,15
LK3330030,Nugewela,516,516,1032,15
LK3330035,Ihala Beligalla East,516,516,1032,15
LK3330040,Wadiya,516,516,1032,15
LK3330045,Ihala Beligalla West,516,516,1032,15
LK3330050,Beligalla North,516,516,1032,15
LK3330055,Beligalla South,516,516,1032,15
LK3330060,Dammulla East,516,516,1032,15
LK3330065,Dammulla West,516,516,1032,15
LK3330070,Pattiyawela,516,516,1032,15
LK3330075,Tharaperiya,516,516,1032,15
LK3330080,Nihiluwa West,516,516,1032,15
LK3330085,Indiketiyagoda,516,516,1032,15
LK3330090,Nihiluwa East,516,516,1032,15
LK3330095,Waharakgoda North,516,516,1032,15
LK3330100,Waharakgoda South,516,516,1032,15
LK3330105,Kahawatta,516,516,1032,15
LK3330110,Kosgahagoda,516,516,1032,15
LK3330115,Agulmaduwa,516,516,1032,15
LK3330120,Aranwela North,516,516,1032,15
LK3330125,Karambaketiya,516,516,1032,15
LK3330130,Galwewa,516,516,1032,15
LK3330135,Godawela,516,516,1032,15
LK3330140,Panamulla,516,516,1032,15
LK3330145,Ambagasdeniya,516,516,1032,15
LK3330150,Getamanna North,516,516,1032,15
LK3330155,Eldeniya,516,516,1032,15
LK3330160,Getamanna West,516,516,1032,15
LK3330165,Getamanna East,516,516,1032,15
LK3330170,Mahaheella East,516,516,1032,15
LK3330175,Kambussawala West,516,516,1032,15
LK3330180,Kambussawala East,516,516,1032,15
LK3330185,Beliatta West,516,516,1032,15
LK3330190,Beliatta Town,516,516,1032,15
LK3330195,Puwakdandawa North,516,516,1032,15
LK3330200,Puwakdandawa East,516,516,1032,15
LK3330205,Aranwela West,516,516,1032,15
LK3330210,Sitinamaluwa West,516,516,1032,15
LK3330215,Sitinamaluwa North,516,516,1032,15
LK3330220,Sitinamaluwa East,516,516,1032,15
LK3330225,Sitinamaluwa South,516,516,1032,15
LK3330230,Pahalagoda,516,516,1032,15
LK3330235,Medagoda,516,516,1032,15
LK3330240,Beliatta South,516,516,1032,15
LK3330245,Kudaheella East,516,516,1032,15
LK3330250,Kudaheella North,516,516,1032,15
LK3330255,Mahaheella West,516,516,1032,15
LK3330260,Mahaheella North,516,516,1032,15
LK3330265,Getamanna South,516,516,1032,15
LK3330270,Nayakawatta,516,516,1032,15
LK3330275,Ambala North,516,516,1032,15
LK3330280,Ambala West,516,516,1032,15
LK3330285,Miriswatta,516,516,1032,15
LK3330290,Kudaheella South,516,516,1032,15
LK3330295,Ovilana,516,516,1032,15
LK3330300,Mihindupura,516,516,1032,15
LK3330305,Palapotha East,516,516,1032,15
LK3330310,Palapotha West,516,516,1032,15
LK3330315,Dedduwawala East,516,516,1032,15
LK3330320,Dedduwawala,516,516,1032,15
LK3330325,Galagama North,516,516,1032,15
LK3330330,Galagama West,516,516,1032,15
LK3330335,Galagama South,516,516,1032,15
LK3330340,Galagama East,516,516,1032,15
LK3330345,Nakulugamuwa West,516,516,1032,15
LK3330350,Nakulugamuwa North,516,516,1032,15
LK3330355,Wevudatta,516,516,1032,15
LK3333,Tangalle,36667,36666,73333,15
LK3333005,Sudarshanagama,510,509,1019,15
LK3333010,Pattiyapola West,509,509,1018,15
LK3333015,Thalunna,509,509,1018,15
LK3333020,Andupelena,509,509,1018,15
LK3333025,Kadiragoda,509,509,1018,15
LK3333030,Gotaimbaragama,509,509,1018,15
LK3333035,Kattakaduwa North,509,509,1018,15
LK3333040,Kattakaduwa South,509,509,1018,15
LK3333045,Ranna East,509,509,1018,15
LK3333050,Ranna West,509,509,1018,15
LK3333055,Vigamuwa,509,509,1018,15
LK3333060,Pattiyapola East,509,509,1018,15
LK3333065,Pattiyapola South,509,509,1018,15
LK3333070,Vitharandeniya North,509,509,1018,15
LK3333075,Thenagama South,509,509,1018,15
LK3333080,Thenagama North,509,509,1018,15
LK3333085,Thalapitiyagama,509,509,1018,15
LK3333090,Ethgalamulla,509,509,1018,15
LK3333095,Uduvilagoda,509,509,1018,15
LK3333100,Vitharandeniya South,509,509,1018,15
LK3333105,Aluthgoda,509,509,1018,15
LK3333110,Palathuduwa,509,509,1018,15
LK3333115,Marakolliya,509,509,1018,15
LK3333120,Medagama,509,509,1018,15
LK3333125,Netolpitiya North,509,509,1018,15
LK3333130,Netolpitiya South,509,509,1018,15
LK3333135,Wadigala,509,509,1018,15
LK3333140,Kahandawa,509,509,1018,15
LK3333145,Nidahasgama West,509,509,1018,15
LK3333150,Nidahasgama East,509,509,1018,15
LK3333155,Kahandamodara,509,509,1018,15
LK3333160,Gurupokuna,509,509,1018,15
LK3333165,Wella Odaya,509,509,1018,15
LK3333170,Rekawa East,509,509,1018,15
LK3333175,Rekawa West,509,509,1018,15
LK3333180,Medilla,509,509,1018,15
LK3333185,Walgameliya,509,509,1018,15
LK3333190,Godawanagoda,509,509,1018,15
LK3333195,Wagegoda,509,509,1018,15
LK3333200,Nalagama East,509,509,1018,15
LK3333205,Siyambalagoda,509,509,1018,15
LK3333210,Nalagama West,509,509,1018,15
LK3333215,Polommaruwa North,509,509,1018,15
LK3333220,Danketiya,509,509,1018,15
LK3333225,Medaketiya,509,509,1018,15
LK3333230,Kotuwegoda,509,509,1018,15
LK3333235,Indipokunagoda North,509,509,1018,15
LK3333240,Polommaruwa South,509,509,1018,15
LK3333245,Kadurupokuna East,509,509,1018,15
LK3333250,Indipokunagoda South,509,509,1018,15
LK3333255,Pallikkudawa Urban,509,509,1018,15
LK3333260,Pallikkudawa Rural,509,509,1018,15
LK3333265,Kadurupokuna South,509,509,1018,15
LK3333270,Kadurupokuna North,509,509,1018,15
LK3333275,Kadurupokuna West,509,509,1018,15
LK3333280,Seenimodara West,509,509,1018,15
LK3333285,Seenimodara East,509,509,1018,15
LK3333290,Unakooruwa West,509,509,1018,15
